"samplingpoint","year","fdate","ftime","ConcIEind","ConcIE","ConcECind","ConcEC","qualitycode","abnormalweather","Date","Status","Status Comments"
"10350","2014","12/08/2014","16:30",,27,,36,"G","No","19/08/2014","New",
"10400","2014","12/08/2014","17:00",,36,,64,"G","No","19/08/2014","New",
"10500","2014","12/08/2014","15:00","<",10,,27,"G","No","19/08/2014","New",
"10600","2014","12/08/2014","14:30",,64,,55,"G","No","19/08/2014","New",
"10650","2014","12/08/2014","13:30",,82,,36,"G","No","19/08/2014","New",
"10750","2014","12/08/2014","13:00",,280,,218,"I","No","19/08/2014","New",
"10800","2014","12/08/2014","12:30",,27,,55,"G","No","19/08/2014","New",
"10830","2014","12/08/2014","11:45",,164,,55,"I","No","19/08/2014","New",
"10850","2014","12/08/2014","11:30",,250,,127,"I","No","19/08/2014","New",
"10900","2014","12/08/2014","10:15",,64,,36,"G","No","19/08/2014","New",
"11000","2014","12/08/2014","10:00","<",10,"<",10,"G","No","19/08/2014","New",
"11100","2014","12/08/2014","10:20","<",10,"<",10,"G","No","19/08/2014","New",
"11250","2014","12/08/2014","11:10",,27,,280,"I","No","19/08/2014","New",
"11300","2014","12/08/2014","11:50",,36,,18,"G","No","19/08/2014","New",
"11350","2014","12/08/2014","12:20",,18,,27,"G","No","19/08/2014","New",
"11500","2014","12/08/2014","12:45",,91,,200,"I","No","19/08/2014","New",
"11550","2014","12/08/2014","13:10",,91,,82,"G","No","19/08/2014","New",
"11600","2014","12/08/2014","14:40",,18,,18,"G","No","19/08/2014","New",
"11650","2014","12/08/2014","14:10",,73,,100,"G","No","19/08/2014","New",
"11700","2014","12/08/2014","15:05",,164,,370,"I","No","19/08/2014","New",
"11750","2014","12/08/2014","16:00",,91,,100,"G","No","19/08/2014","New",
"11760","2014","12/08/2014","10:50",,18,,64,"G","No","19/08/2014","New",
"11760","2014","14/08/2014","10:05","<",10,,27,"G","No","19/08/2014","New",
"11770","2014","13/08/2014","14:01","<",10,,91,"G","No","19/08/2014","New",
"11780","2014","13/08/2014","14:30",,82,,45,"G","No","19/08/2014","New",
"11800","2014","13/08/2014","14:52",,27,,27,"G","No","19/08/2014","New",
"11830","2014","13/08/2014","15:21",,46,,18,"G","No","19/08/2014","New",
"11850","2014","13/08/2014","15:49",,73,,36,"G","No","19/08/2014","New",
"11900","2014","13/08/2014","16:10","<",10,,18,"G","No","19/08/2014","New",
"11902","2014","13/08/2014","16:38",,55,"<",10,"G","No","19/08/2014","New",
"11904","2014","13/08/2014","17:15",,136,,260,"I","No","19/08/2014","New",
"11910","2014","12/08/2014","10:25",,420,,230,"I","No","19/08/2014","New",
"11920","2014","12/08/2014","10:55",,100,,45,"G","No","19/08/2014","New",
"11930","2014","12/08/2014","11:35",,680,,670,"I","No","19/08/2014","New",
"11940","2014","12/08/2014","12:10",,54,,290,"I","No","19/08/2014","New",
"11950","2014","12/08/2014","16:05",,18,"<",10,"G","No","19/08/2014","New",
"11975","2014","12/08/2014","15:50",,18,,18,"G","No","19/08/2014","New",
"12000","2014","12/08/2014","15:20",,82,,55,"G","No","19/08/2014","New",
"12100","2014","12/08/2014","13:57",,109,,127,"I","No","19/08/2014","New",
"12120","2014","12/08/2014","13:40",,18,,64,"G","No","19/08/2014","New",
"12150","2014","12/08/2014","12:15",,18,,55,"G","No","19/08/2014","New",
"12200","2014","12/08/2014","12:00",,64,,64,"G","No","19/08/2014","New",
"12300","2014","12/08/2014","11:25",,36,,91,"G","No","19/08/2014","New",
"12350","2014","12/08/2014","11:06","<",10,,91,"G","No","19/08/2014","New",
"12400","2014","12/08/2014","10:50",,27,,27,"G","No","19/08/2014","New",
"12450","2014","12/08/2014","14:00",,470,,720,"I","No","19/08/2014","New",
"12500","2014","12/08/2014","13:46",,280,,118,"I","No","19/08/2014","New",
"12600","2014","12/08/2014","13:35",,27,,73,"G","No","19/08/2014","New",
"12630","2014","12/08/2014","13:20",,155,,340,"I","No","19/08/2014","New",
"12660","2014","12/08/2014","12:45",,27,,27,"G","No","19/08/2014","New",
"12700","2014","12/08/2014","12:30",,27,,55,"G","No","19/08/2014","New",
"12750","2014","12/08/2014","12:10",,27,"<",10,"G","No","19/08/2014","New",
"12800","2014","12/08/2014","12:01",,300,,300,"I","No","19/08/2014","New",
"12850","2014","12/08/2014","11:35","<",10,,18,"G","No","19/08/2014","New",
"12900","2014","12/08/2014","11:20",,46,,118,"I","No","19/08/2014","New",
"13000","2014","12/08/2014","10:55",,18,,45,"G","No","19/08/2014","New",
"13100","2014","12/08/2014","10:30",,27,,55,"G","No","19/08/2014","New",
"13200","2014","12/08/2014","10:10",,64,,55,"G","No","19/08/2014","New",
"13400","2014","13/08/2014","15:40","<",10,,18,"G","No","19/08/2014","New",
"13500","2014","13/08/2014","15:30",,18,,18,"G","No","19/08/2014","New",
"14100","2014","14/08/2014","14:05",,136,,200,"I","No","19/08/2014","New",
"14150","2014","14/08/2014","14:30",,36,,127,"I","No","19/08/2014","New",
"14200","2014","14/08/2014","15:10",,27,,45,"G","No","19/08/2014","New",
"14300","2014","14/08/2014","15:40",,18,"<",10,"G","No","19/08/2014","New",
"14400","2014","14/08/2014","16:00",,36,"<",10,"G","No","19/08/2014","New",
"14500","2014","14/08/2014","10:20","<",10,"<",10,"G","No","19/08/2014","New",
"14550","2014","14/08/2014","10:55","<",10,,18,"G","No","19/08/2014","New",
"14600","2014","14/08/2014","11:45",,27,,127,"I","No","19/08/2014","New",
"17400","2014","12/08/2014","11:43",,45,,27,"G","No","19/08/2014","New",
"17500","2014","12/08/2014","11:20","<",10,"<",10,"G","No","18/08/2014","New",
"17600","2014","12/08/2014","11:05","<",10,"<",10,"G","No","19/08/2014","New",
"17700","2014","12/08/2014","12:25","<",10,,36,"G","No","19/08/2014","New",
"17800","2014","12/08/2014","10:15","<",10,,136,"I","No","19/08/2014","New",
"19900","2014","13/08/2014","13:40","<",10,"<",10,"G","No","19/08/2014","New",
"20000","2014","13/08/2014","12:48",,18,,18,"G","No","19/08/2014","New",
"20100","2014","13/08/2014","11:55",,36,"<",10,"G","No","19/08/2014","New",
"20200","2014","13/08/2014","12:04","<",10,"<",10,"G","No","19/08/2014","New",
"20300","2014","13/08/2014","11:00","<",10,,27,"G","No","19/08/2014","New",
"20400","2014","12/08/2014","12:37",,118,,55,"I","No","19/08/2014","New",
"20500","2014","12/08/2014","10:45","<",10,"<",10,"G","No","19/08/2014","New",
"20600","2014","12/08/2014","12:25",,73,"<",10,"G","No","19/08/2014","New",
"20700","2014","12/08/2014","12:10",,36,"<",10,"G","No","19/08/2014","New",
"20800","2014","12/08/2014","11:39","<",10,"<",10,"G","No","19/08/2014","New",
"20900","2014","12/08/2014","11:25",,400,,310,"I","No","19/08/2014","New",
"21600","2014","14/08/2014","11:55","<",10,"<",10,"G","No","19/08/2014","New",
"21700","2014","14/08/2014","10:00",,18,,82,"G","No","19/08/2014","New",
"21800","2014","14/08/2014","10:30","<",10,"<",10,"G","No","19/08/2014","New",
"21900","2014","14/08/2014","10:45","<",10,,27,"G","No","19/08/2014","New",
"22000","2014","14/08/2014","13:00",,64,"<",10,"G","No","19/08/2014","New",
"22100","2014","14/08/2014","13:35",,18,,18,"G","No","19/08/2014","New",
"22200","2014","14/08/2014","14:25",,27,,73,"G","No","19/08/2014","New",
"22300","2014","14/08/2014","14:45","<",10,"<",10,"G","No","19/08/2014","New",
"24700","2014","12/08/2014","10:00","<",10,,18,"G","No","19/08/2014","New",
"24800","2014","12/08/2014","10:15","<",10,"<",10,"G","No","19/08/2014","New",
"24900","2014","12/08/2014","10:35",,36,,18,"G","No","19/08/2014","New",
"25000","2014","12/08/2014","10:45","<",10,"<",10,"G","No","19/08/2014","New",
"25100","2014","12/08/2014","11:10",,27,"<",10,"G","No","19/08/2014","New",
"25200","2014","12/08/2014","12:50",,27,"<",10,"G","No","19/08/2014","New",
"25300","2014","12/08/2014","12:30","<",10,,109,"I","No","19/08/2014","New",
"25400","2014","12/08/2014","12:10",,27,,36,"G","No","19/08/2014","New",
"25500","2014","13/08/2014","10:05","<",10,"<",10,"G","No","19/08/2014","New",
"25600","2014","13/08/2014","10:15","<",10,"<",10,"G","No","19/08/2014","New",
"25700","2014","13/08/2014","10:45",,18,"<",10,"G","No","19/08/2014","New",
"25800","2014","13/08/2014","11:25","<",10,"<",10,"G","No","19/08/2014","New",
"25900","2014","13/08/2014","11:35","<",10,"<",10,"G","No","19/08/2014","New",
"26000","2014","13/08/2014","12:05","<",10,"<",10,"G","No","19/08/2014","New",
"26100","2014","13/08/2014","12:45","<",10,"<",10,"G","No","19/08/2014","New",
"26200","2014","14/08/2014","10:05","<",10,"<",10,"G","No","19/08/2014","New",
"26300","2014","14/08/2014","10:25",,36,,36,"G","No","19/08/2014","New",
"26400","2014","14/08/2014","11:20","<",10,"<",10,"G","No","19/08/2014","New",
"26500","2014","14/08/2014","11:30","<",10,"<",10,"G","No","19/08/2014","New",
"27800","2014","12/08/2014","10:05","<",10,"<",10,"G","No","19/08/2014","New",
"27900","2014","12/08/2014","10:25","<",10,"<",10,"G","No","19/08/2014","New",
"28000","2014","12/08/2014","10:50","<",10,"<",10,"G","No","19/08/2014","New",
"28100","2014","12/08/2014","11:05","<",10,"<",10,"G","No","19/08/2014","New",
"28200","2014","12/08/2014","11:45",,27,,18,"G","No","19/08/2014","New",
"28300","2014","12/08/2014","12:45","<",10,"<",10,"G","No","19/08/2014","New",
"28400","2014","12/08/2014","13:40",,55,,45,"G","No","19/08/2014","New",
"28500","2014","12/08/2014","14:55","<",10,"<",10,"G","No","19/08/2014","New",
"28550","2014","12/08/2014","15:25","<",10,"<",10,"G","No","19/08/2014","New",
"28600","2014","13/08/2014","10:30","<",10,"<",10,"G","No","19/08/2014","New",
"28700","2014","13/08/2014","10:20","<",10,"<",10,"G","No","19/08/2014","New",
"28800","2014","13/08/2014","10:05","<",10,"<",10,"G","No","19/08/2014","New",
"28900","2014","13/08/2014","13:00","<",10,"<",10,"G","No","19/08/2014","New",
"29000","2014","13/08/2014","13:50","<",10,"<",10,"G","No","19/08/2014","New",
"29100","2014","13/08/2014","14:00","<",10,"<",10,"G","No","19/08/2014","New",
"29200","2014","13/08/2014","12:30","<",10,"<",10,"G","No","19/08/2014","New",
"29400","2014","13/08/2014","12:00","<",10,"<",10,"G","No","19/08/2014","New",
"29500","2014","13/08/2014","11:40","<",10,"<",10,"G","No","19/08/2014","New",
"29501","2014","13/08/2014","11:20","<",10,"<",10,"G","No","19/08/2014","New",
"29800","2014","13/08/2014","15:09","<",10,"<",10,"G","No","19/08/2014","New",
"29900","2014","13/08/2014","14:44","<",10,"<",10,"G","No","19/08/2014","New",
"30000","2014","13/08/2014","14:16","<",10,"<",10,"G","No","19/08/2014","New",
"30100","2014","13/08/2014","13:49","<",10,"<",10,"G","No","19/08/2014","New",
"30200","2014","13/08/2014","13:14","<",10,"<",10,"G","No","19/08/2014","New",
"30300","2014","13/08/2014","12:45","<",10,"<",10,"G","No","19/08/2014","New",
"30400","2014","13/08/2014","12:08","<",10,"<",10,"G","No","19/08/2014","New",
"30600","2014","13/08/2014","11:12","<",10,"<",10,"G","No","19/08/2014","New",
"30700","2014","13/08/2014","10:41","<",10,"<",10,"G","No","19/08/2014","New",
"30800","2014","14/08/2014","14:35","<",10,"<",10,"G","No","19/08/2014","New",
"30900","2014","14/08/2014","14:20","<",10,,18,"G","No","19/08/2014","New",
"31000","2014","14/08/2014","13:45","<",10,"<",10,"G","No","19/08/2014","New",
"31100","2014","14/08/2014","13:30",,36,"<",10,"G","No","19/08/2014","New",
"31200","2014","14/08/2014","13:00","<",10,"<",10,"G","No","19/08/2014","New",
"31300","2014","14/08/2014","12:00","<",10,"<",10,"G","No","19/08/2014","New",
"31400","2014","14/08/2014","11:25",,27,"<",10,"G","No","19/08/2014","New",
"31500","2014","14/08/2014","11:00","<",10,,27,"G","No","19/08/2014","New",
"31600","2014","14/08/2014","10:40",,18,"<",10,"G","No","19/08/2014","New",
"31650","2014","14/08/2014","10:15","<",10,"<",10,"G","No","19/08/2014","New",
"31700","2014","14/08/2014","10:00",,27,,18,"G","No","19/08/2014","New",
"31800","2014","14/08/2014","10:50","<",10,"<",10,"G","No","19/08/2014","New",
"31900","2014","14/08/2014","10:25","<",10,"<",10,"G","No","19/08/2014","New",
"32000","2014","14/08/2014","11:35",,18,,55,"G","No","19/08/2014","New",
"32100","2014","14/08/2014","12:05",,420,,109,"I","No","19/08/2014","New",
"32200","2014","14/08/2014","13:10","<",10,"<",10,"G","No","19/08/2014","New",
"32300","2014","14/08/2014","14:35","<",10,"<",10,"G","No","19/08/2014","New",
"32310","2014","14/08/2014","14:25",,37,"<",10,"G","No","19/08/2014","New",
"32320","2014","14/08/2014","14:20","<",10,"<",10,"G","No","19/08/2014","New",
"32330","2014","14/08/2014","14:10",,36,"<",10,"G","No","19/08/2014","New",
"34450","2014","12/08/2014","10:15",,240,,2100,"F","No","19/08/2014","New",
"34500","2014","12/08/2014","10:35",,290,,800,"I","No","19/08/2014","New",
"34600","2014","12/08/2014","11:45",,114,,91,"I","No","19/08/2014","New",
"34700","2014","12/08/2014","12:20",,45,,73,"G","No","19/08/2014","New",
"34800","2014","12/08/2014","13:41","<",10,,36,"G","No","19/08/2014","New",
"34900","2014","14/08/2014","09:21","<",10,"<",10,"G","No","19/08/2014","New",
"35000","2014","14/08/2014","09:51",,109,,45,"I","No","19/08/2014","New",
"35100","2014","14/08/2014","10:15",,27,,36,"G","No","19/08/2014","New",
"35200","2014","14/08/2014","10:42","<",10,,18,"G","No","19/08/2014","New",
"35300","2014","13/08/2014","10:40",,570,,440,"I","No","19/08/2014","New",
"35500","2014","13/08/2014","09:13",,200,,127,"I","No","19/08/2014","New",
"35600","2014","13/08/2014","11:10",,18,,64,"G","No","19/08/2014","New",
"35700","2014","13/08/2014","10:08",,230,,118,"I","No","19/08/2014","New",
"35900","2014","13/08/2014","09:27",,55,,55,"G","No","19/08/2014","New",
"36000","2014","13/08/2014","08:55",,173,,230,"I","No","19/08/2014","New",
"36050","2014","13/08/2014","11:32",,780,,660,"I","No","15/08/2014","New",
"40750","2014","12/08/2014","12:00",,136,,210,"I","No","19/08/2014","New",
"40800","2014","12/08/2014","11:45","<",10,"<",10,"G","No","19/08/2014","New",
"40900","2014","12/08/2014","10:10",,45,,45,"G","No","19/08/2014","New",
"41000","2014","12/08/2014","11:15","<",10,"<",10,"G","No","19/08/2014","New",
"41200","2014","14/08/2014","14:55",,82,,240,"I","No","19/08/2014","New",
"41300","2014","14/08/2014","14:10",,55,,260,"I","No","19/08/2014","New",
"41500","2014","14/08/2014","13:50",,64,,480,"I","No","19/08/2014","New",
"41800","2014","13/08/2014","14:35",,680,,873,"I","No","19/08/2014","New",
"41900","2014","13/08/2014","14:20",,140,,700,"I","No","19/08/2014","New",
"42100","2014","14/08/2014","11:40",,73,,109,"I","No","19/08/2014","New",
"42300","2014","14/08/2014","11:00",,82,,91,"G","No","19/08/2014","New",
"42500","2014","14/08/2014","10:45",,36,,91,"G","No","19/08/2014","New",
"42600","2014","14/08/2014","13:23",,36,,64,"G","No","19/08/2014","New",
"42800","2014","14/08/2014","10:00",,155,,127,"I","No","19/08/2014","New",
"43260","2014","13/08/2014","12:35",,127,,420,"I","No","19/08/2014","New",
"43550","2014","13/08/2014","12:23",,173,,440,"I","No","19/08/2014","New",
"44200","2014","12/08/2014","12:30",,100,,873,"I","No","19/08/2014","New",
"44300","2014","12/08/2014","13:10",,109,,936,"I","No","19/08/2014","New",
"44400","2014","12/08/2014","13:40",,127,,1300,"I","No","19/08/2014","New",
"44800","2014","12/08/2014","12:55",,845,,2900,"F","No","14/08/2014","New",
"45200","2014","12/08/2014","12:20","<",10,,36,"G","No","19/08/2014","New",
"45600","2014","12/08/2014","11:40",,320,,300,"I","No","19/08/2014","New",
"45625","2014","12/08/2014","13:10","<",10,"<",10,"G","No","19/08/2014","New",
"45650","2014","12/08/2014","14:05",,18,,36,"G","No","19/08/2014","New",
"45700","2014","12/08/2014","13:40","<",10,"<",10,"G","No","19/08/2014","New",
"45920","2014","12/08/2014","10:50",,27,,27,"G","No","19/08/2014","New",
"46000","2014","14/08/2014","13:50",,18,,250,"I","No","19/08/2014","New",
"46100","2014","14/08/2014","13:35",,18,,55,"G","No","19/08/2014","New",
"46300","2014","12/08/2014","13:55",,191,,827,"I","No","19/08/2014","New",
